user,tweets
kifli127,"2000 masih banyak , adapula 3000 bahkan ada juga yang 5000 masa tarif gojek 1600 apa kata dunia #SaveDriverGojek"
kifli127,"#SaveDriverGojek tarif yang diberikan tak manusiawi , tarifnya lebih murah daripada pipis diwc umum"
Apuds2,"Kalo gw tetep optimis sampe 2 minggu kedepan ,  walaupun udah seminggu ini kaga narik . #Savedrivergojek"
mrs_sunnie,#SaveDriverGojek ... ini kemana2 gratis . Aing kepikirian babang gojeknya bli bensin kumaha ?! Yg aing byr cash aja itu udh murah banged . Kasian atuhlahh pak CEO si babangnya !!!
basa_lemo,"ruang kosong pemerintah dalam bisnis Ojol , dimanfaatkan oleh pengusaha untuk meraup untung sbsar2nya , regulasi mereka sangat menyiksa .
kasihan mereka yg menjadi driver , sementara pelanggan tetap merasa senang .
#SaveDriverGojek #KapitalisComprador"
DramaGojek,"PT @gojekindonesia dikasih waktu 2 Minggu , jika tidak ada hasil apapun dari hasil demo hari ini .. maka setelah 2 minggu itu , driver gojek berbagai grup akan mengerahkan masa yang lebih besar . Semoga PT GI gak tuli & gak buta akan perihal ini !!
#SaveDriverGojek"
Rubentuss,Bapak tolong bantu kami buat tagar #SaveDriverGojek karna tarif kami di potong kantor dan tidak manusiawi terima kasih
Rubentuss,Ibu tolong bantu kamj driver buat tagar #SaveDriverGojek karna tarif kami di potong lagi dan ga cukup buat biaya hidul kami . Makasi
Rubentuss,Bantu kami buat tagar #SaveDriverGojek ya kak . Makasi
sinaj4333,#SaveDriverGojek  yang sabar yang abang gojek ... smg Alloh ridho dan beri sehat selalu pada kalian para pahlawan jalanan ... yang super2 ..
Rubentuss,Kalo emang bapak harun nya komplain tolong ke gojek nya karna mereka motong harga kayak binatang #SaveDriverGojek
anakemamahe,@gojekindonesia tolong tarif go ride dinaikan jangan 1600 .kasian para driver ..saya sbg pengguna setia gojek ga masalah jika tarifnya lebih manusiawi untuk driver .. #SaveDriverGojek
Rubentuss,"Jadi 16 .000 /km jarak 10 kilo cuma di bayar 16 .000 ,- jadi kita ga bisa bawa pulang uang kerumah karna abis buat beli bensin motor rusak makasi kak #SaveDriverGojek"
Rubentuss,Jadi gini tarif nya 1 .600 /kilo nah jarak 10 kilo cuma di bayar 16 .000 sampe disana macet2an . Bensin abis 16 .000 nya buat isi bensin deh . Kita ga bawa pulang apa apa deh #SaveDriverGojek
Rubentuss,Sebenernya ini loh . Rp 1 .600 /km nah kalo 10 kilo terus macet macetan cuma di bayar 16 .000 . sampe di tempat 16 .000 nya buat bensin kita ga bawa pulang apa apa hehe #SaveDriverGojek
Rubentuss,Makasi kak tolong bantu kami beri tagar #SaveDriverGojek
Rubentuss,Bantu kami ya kak . Beri tagar #SaveDriverGojek terima kasih kak
sulipman,"Ada yg aneh ketika gojek sbg korporasi yg bangga dgn tag line karyawan anak bangsa tapi kok di sisi lain driver nya makin byk mengeluh ttg kebijakan , Hak & kewajiban yg timpani #SaveDriverGojek"
andharton,"Uang untuk dibakar sudah mulai menipis
#SaveDriverGojek"
basa_lemo,"dan Gojek akhirnya menekan angka kerugian mereka , saatnya mencari untung .
putarkan uang Gopay di bursa .
Driver jadi sapi perahan . ane pribadi sudah nebak akan spt ini PT GI
#KapitalisComprador #SaveDriverGojek"
Luthfu_Jvnts,Gini dong tweet ny boss ..#savedrivergojek
CondetWarrior,"Saya dapat data2 gambar dan foto setelah ngobrol2 senin malam lalu dgn abang2 ojol di pangkalan ojek mrk di Condet . Dan untuk hastag #SaveDriverGojek memang sengaja saya posting krn warga Condet banyak yg jadi driver .

Urusan anda apa belain perusahaan kapitalis ?"
ekanzoy,"Saya sangat terbantu dengan Gojek /Ojol krn pekerjaan sering membutuhkan mobilitas tinggi ,

Menurut sy Penetapan tarif harus mengutamakan kesejahteraan Driver ,

Driver Sejahtera Customer pun Bahagia 

#SaveDriverGojek @gojekindonesia , @kemenhub151"
CondetWarrior,Gojek dah mulai demo di Blok M nih . Sumber foto dari @TMCPoldaMetro . #SaveDriverGojek
okytea,"#SaveDriverGojek dari segala penindasan , pokoknya #SaveDriverGojek dari ketidakadilan yg sedang gila2nya kepada para drivers .."
BebeBodin,"#SaveDriverGojek 
Semoga lancar aksi damainya rekan rekan seperjuangan .
Semoga pihak GI tidak tuli dan tidak menutup mata .
#SaveDriverGojek"
LaStoria21,Perjuangan adalah pelaksanaan kata kata . #SuratCintaUntukAyahNadiem #SaveDriverGojek
NKRIndonesia79,"#SaveDriverGojek

Karya anak bangsa harus mensejahterakan anak bangsa ."
DramaGojek,"#SaveDriverGojek 
Sebentar lagi jam 11 .00 an menjelang penyerahan surat cinta buat CEO gojek , admin mau live di Instagram .. silahkan di follow yang punya IG @ drama_gojek"
brojaaa,Wah bener banget tuh bang #SaveDriverGojek
DramaGojek,satgays bang Ervan (cari sendiri ) aj ikut demo masa Lo gak si ?  #SaveDriverGojek
DramaGojek,"Mending urusin tarif murah mitra , bukan pamer teknologi sana sini . Mitra dijadiin sapi perah . Pencitraan mulu kerjanya #SaveDriverGojek"
CondetWarrior,"[POLL ] Sebagai pelanggan Ojek Online , berapa kira2 tarif yg manusiawi untuk biaya perkilometer ?

FYI , tarif rata2 ojek online saat ini sekitar Rp .1600 -1200 /Km . Tahun 2015 lalu Rp .4000 /Km .

#SaveDriverGojek
cc @gojekindonesia @Uber_IDN @GrabID @kemenhub151 @aniesbaswedan @sandiuno"
CondetWarrior,"Btw @gojekindonesia promo terus , sementara driver kalian diperah dengan tarif murah ! Kami sebagai pelanggan merasa kecewa dgn kebijakan kalian !

Tolong @kemenhub151 tetapkan regulasi tarif untuk Ojek Online ! Jangan sampai perang tarif bikin driver ojol sengsara !

#SaveDriverGojek"
Ngeri_Strategi,#SaveDriverGojek semoga kedepannya PT . GI memanusiakan rekan Driver nya . Amin
CondetWarrior,"Kalo Go -Send kayanya emang udah turun 1300 /km . Bentar lagi mungkin Go -Ride . Coba tanya @DramaGojek deh . Kirim barang dari Condet ke Kedoya cuma 28 ribu apa gak ngenes buat drivernya ? Kesian aye ama yg ngambil , katanya orderan sepi . #SaveDriverGojek"
CondetWarrior,Di daerah2 seperti luar DKI sudah diterapkan tarif 1300 /km . Kemaren pesen Go -Send dari Margonda ke Jembatan Serong Depok yg biasa 27rb jadi 15rb di aplikasi . Sekarang ga ada yv mau ambil lagi pesenannye  #SaveDriverGojek
tetsuchan_mom,"Kok begitu sih , malah turun . Kasihan driver . #SaveDriverGojek"
EvianaTea,"Alhamdulillah sila lnjt mas ..mg berkah aamiin 
#SaveDriverGojek"
EvianaTea,Yups mas macan ...pa kbr ? #SaveDriverGojek
CondetWarrior,"Kawan2 , tetangga , & saudara kita banyak yg berprofesi sebagai Ojek Online . Kini ladang nafkah mereka ditindas oleh perang tarif yg membuat pendapatan driver semakin kecil .

Ingatlah bahwa Abang Gojek juga punya keluarga yg harus dinafkahi setiap hari . 

Dukung #SaveDriverGojek !"
CondetWarrior,"Herannya @gojekindonesia jor -joran buat jadi sponsor bola .. tapi buat drivernya sendiri malah dijadikan sapi perah dengan penurunan tarif yg tidak manusiawi .

Tega bener sih ? Apa karena saat ini rakyat sulit cari kerjaan .. sehingga terpaksa mau dibayar murah ? 
#SaveDriverGojek"
Nusaybah_ra,"Hargai jerih payah para Driver Gojek ,.. Kebijakan harus semakin bijak , bukan sebaiknya menginjak -injak semakin rendah 
#SaveDriverGojek"
CondetWarrior,"Bener tuh ! Pas tahun 2015 dulu Rp .4000 /Km jg ga ada yg keberatan kok , malahan kalo ngojek biasa lebih mahal (sekitar Rp .6000 /Km ). Emang ojek kan fungsinya biar lebih cepat sampai untuk menghindari macet dan lewat jalur alternatif seperti gang sempit . #SaveDriverGojek"
andriecla7,"Hindari daerah Pasar raya Blok M dan sekitarnya , ada aksi damai Driver2 Gojek Jabodetabek . Fyi ... #SaveDriverGojek"
RWeejaya,Kalao sih dengan harga segitu mending gantung jaket sama helm bang #SaveDriverGojek
RidPratama,Saya Juga Dukung Abg Gojek #SaveDriverGojek
CondetWarrior,Lagi ngomongin #SaveDriverGojek mba
Islambeneran,Tolak pemurunan Tarif dan #SaveDriverGojek .
Ngeri_Strategi,"Mungkin bwt PT . GI menaikkan pendapatan para Driver berat , tapi minimal stabil lah , eh ini malah makin turun , klo didiemin bisa ke level ratusan rupiah kali . #SaveDriverGojek semoga dapat merubah nasib Driver Gojek . Amin"
CondetWarrior,"Btw @gojekindonesia kagak perlu kaya gini seharusnya . Gue jg masih mampu keles bayar 4000 /Km kaya tahun 2015 dulu . Dulu gak masalah dari Condet ke Bekasi bayar 100ribu , cuz emang jauh jaraknya . Sekarang berapa tuh bayarnya ? Malah kesian gie ama driver kalian . 
#SaveDriverGojek"
Ilhambudiansyah,"emg enak gojek . pindah ke @grabID aja mba @rebellatrix23 tarif di gojek kaga manusiawi order di atas 6 km gada yg mo ambil
#savedrivergojek"
CondetWarrior,"Hari ini driver @gojekindonesia pada demo .. di tempat gue pesen Gojek jadi susah . Gegara tarif untuk driver diturunkan sepihak sama perusahaan Gojeknya . Bini gue berangkat naek apa nih ? 
#SaveDriverGojek"
andifilli,"#SaveDriverGojek
Profesi driver gojek adalah pilihan terakhir dinegri ini . 
Benar benar menguras tenaga dan beresiko tinggi . Tolong hargai tetes keringat mereka ."
CondetWarrior,"Saya dengar di Jakarta sendiri ada 300 ribu driver Gojek . Kalau mrk jadi pengangguran atau ekonomi keluarga mrk melemah karena penurunan tarif , bayangkan dampak ekonomi yg akan terjadi . #SaveDriverGojek"
MUJ4HiD212,"VOTE duluuuuurr ...

#SaveDriverGojek
#SaveDriverGojek
#SaveDriverGojek"
andifilli,"#SaveDriverGojek
Pos pos COGC terdiri dari :
OTR kenderaan , BBM , Sparepart , sevice , pajak , gaji driver , asuransi pertahun . Buat nentuin COGC per KM"
CondetWarrior,Info penurunan tarif berasal dari kawan2 MCA di WAG yg berprofesi sebagai driver Gojek . #SaveDriverGojek
CondetWarrior,"[POLL ] Dengan penurunan tarif Gojek yg sebelumnya ;

2015 - Rp . 4000 /Km
2016 - Rp . 3000 /Km
2017 - Rp . 2000 /Km
#JamanNow - Rp . 1300 /Km

Dgn resiko pekerjaan yg besar , apakah manusiawi bagi driver Gojek utk menerima pendapatan 1300 /Km (belum dipotong 20 %). 

#japat #SaveDriverGojek"
andifilli,"Mari ikutan hastek #SaveDriverGojek bantulah saudara kita yang lemah , dari rong -rongan kapitalis online"
andifilli,"#SaveDriverGojek
To : @GrabID @gojekindonesia tolong hitung COGC ; Calculate Operating General Cost dari motor atau mobil sebelum menentukan tarif ."
andifilli,"#SaveDriverGojek
#SaveDriverGojek
#SaveDriverGojek 
Tolong perhatikan tarif nya @gojekindonesia kasihan driver anda"
yunsitroh2014,"Blom lagi klo disuspend yang bukan karena kesalahan drivernya !Bikes Bikin Kesel !Cc @gojekindonesia ! @CondetWarrior Kasian abang gojeknya .. 
#SaveDriverGojek"
MUJ4HiD212,"driver Gojek adalah PAHLAWAN TRANSPORTASI INDONESIA .

terbukti berjuang NYATA bukan hanya utk diri sndiri , tp jg utk kelancaran perekonomian jutaan rakyat Indonesia .

#SAVEdriverGojek
#SAVEdriverGojek
#SAVEdriverGojek
#SAVEdriverGojek
#SAVEdriverGojek
#SAVEdriverGojek"
CondetWarrior,"Kasian abang gojeknya .. 
#SaveDriverGojek"
CondetWarrior,"Hari ini abang driver Gojek pada demoAksi Damai #SaveDriverGojek .

Sebagai pelanggan & tetangga para driver Gojek , saya akan dukung abang -abang untuk mendapatkan hak -hak yg selama ini dirampas oleh perusahaan ""Karya Anak Bangsa "" tersebut .

Ayo bantu hashtag #SaveDriverGojek !"
Kartono_Wibowo,"Go Murah
#savedrivergojek"
Rubentuss,Ada kisah pilu di balik voucher yg kakak terima . Dukung perjuangan kami ya #SaveDriverGojek  makasi
Rubentuss,Ada kisah pilu dibalik voucher kamu . Tolong dukung kami ya #SaveDriverGojek
AnggerSE,"GO -SEDIH buat para mitra ny yg makin blangsak dengan  tarif yg turun dan akhirnya customer mulai komplain dengan perlahan , #SaveDriverGojek"
Lukman220897,"Memalukan @gojekindonesia 
Sudah goyah sama kompetitor
@GrabID 
Di bikin hancur di negara sendiri . . . Makanya perlakukan driver agar bisa melayani sepenuh hati tanpa pilih pilih .
#SaveDriverGojek ."
CondetWarrior,"Pelanggan Gojek , ayo dukung dan RT hashtag #SaveDriverGojek !
"
zombankbodyinsi,"Toilet 2000 harga gojek 1600
#savedrivergojek
#savemitragojek"
DramaGojek,Aksi damai surat cinta untuk ayah nadiem makarim . Tidak ada anarkis dan pengrusakan atribut ..& Tidak ada dialog untuk PT GI .!! yang kita inginkan bukti ayah nadiem mensejahtrahkan mitranya !! Yang mau on bid silahkan & mau ikut aksi nya juga silahkan  #SaveDriverGojek
Rubentuss,Bantu kita buat tagar #SaveDriverGojek sama tolong jangan marahin driver ya kak makasi
emplove,Lama2 semua cs wirhdraw gara2 argo tarif hancur buat driver gojek pilih orde manajemennya menyiksa driver #savedriverGojek
emplove,Jarak jauh apa jarak dekat nih kalau dekat driver berebut kalau di atas 5km driver gak mau soalnya harga murah buat driver kan driver manusia juga harap di maklum haha #savedriverGojek
emplove,@gojekindonesia gimana sih order Sy gak diambil2  #savedriverGojek #savemitraGojek argo jgn 1600 kasihan driver
ochinteroriskra,"Hay @gojekindonesia kenapa anda tidak memperdulikan driver .karna merekalah anda ada sampe sebesar ini . Harga di customer normal kenapa harga di driver jadi Rp 1600 /km . 
Driver ibarat lebah yg mengumpulkan madu .
Klo lebah di aniaya madu pun akan berkurang .......

#SaveDriverGojek"
Apalahdayaku1,Berdoa aja bung . Biar ad yg ambil orderan ente #SaveDriverGojek
sang86orange,Viral kan #SaveDriverGojek harga tdk manusiawi . Tolong tegur keras PT . Go -Jek Indonesia .  @sandiuno @aniesbaswedan
AchmadR99040949,"Customer complain semua 
Driver berbaris menjadi barisan sakit hati
#SaveDriverGojek"
AchmadR99040949,"Tarif turun mba , tarif sekian - potong pulsa - potongan gojek , harap maklum dengan gojek yang Sekarang #SaveDriverGojek"
AchmadR99040949,"Dear @gojekindonesia 
Kami sadar kami hny skedar mitra , tp jk tnp mitra apa gojek bs sprti st ini ?
#SaveDriverGojek
#customerbisahijrah"
Rahmat_Agos,"Klu gini terus konsumen pada pindah ke @GrabID /@Uber_IDN ..otomatis driver juga pada pindah .,#SaveDriverGojek"
suketi_jakliar,"Miris banget ya dengan tarif murah GO -JEK , driver jadi makin dituntut utk sabar . Tolong tarifnya di revisi @gojekindonesia #SaveDriverGojek"
Ilhambudiansyah,"rasain lu jek . tarif lu kaga manusiawi . bilang ke temen temnya mba ga ush make gojek buang buang waktu
#savedrivergojek"
Jaroet12,"Liatin aja dulu sambil Ngops tipis2 , klo ada yg cocok baru dicocol  @DramaGojek #SaveDriverGojek"
Jaroet12,Sudah tak manusiawi menurut gw dgn harga per km sgtu ! Dan kmrn 3 bendera ojol tumbang di Utara  @DramaGojek #SaveDriverGojek
yanzes,Dikawatirkan Mitra kami sedang kongkow ngupi ngupi sambil nyender liatin orderan #savedrivergojek
STTS86,"yahh duitnya ga memikat hati driver , wajar saja ga di ambil , sudah banyak kok keluhan driver2nya
#SaveDriverGojek"
STTS86,"@gojekindonesia mana peduli gan , #SaveDriverGojek"
Pujangga_Alam,"Udah mulai terasa bang , semakin hari tingkat konsumen terhadap GI mulai berkurang , sungguh sangat di sayangkan . #SaveDriverGojek"
artaayu63,"Ini tarif gojek setelah penurunan tarif yg tdk wajar ...Silahkan cs gojek menilai sendiri seberapa fair GI ke Mitranya ...#savedrivergojek ,"
andriecla7,@gojekindonesia Piye kabare Jek ? Enak ya dpt feedback negatif terus dari customer ? #SaveDriverGojek
Lukman220897,"Haii @gojekindonesia
#SaveDriverGojek
#kencing2000gojek1600
NB :naikan /stabilkan argo agar drivermu bisa melayani customer sepenuh hati"
Josuagojek1,"GI karya anak bangsa (T )
#SaveDriverGojek
#toilet2000gojek1600"
Apuds2,Tarif koq sekarang murahan sih @gojekindonesia #SaveDriverGojek
ardhyslankers42,"Pak @jokowi tolong kami driver @gojekindonesia yg sedang diperbudak dengan tarif 1600 rupiah /km .
Kencing ditoilet ja 2000 .
#SaveDriverGojek"
Gojekin_wae,"Sayangnya drivernya gk diperhatiin , tarif untuk driver turun smntr trf untk CS naik
#SaveDriverGojek #Toilet2000gojek1600"
HujanHujanan_,Ajarin eug 'bersyukur ' yg baik ketika ada hak & kewajiban yg ga balance *balik lagi kl pagi buka lepi ga onbid di jalan  #SaveDriverGojek
sukurmungil94,tarif untuk driver sangat murah kak #SaveDriverGojek
intherosi,pengen nangis kalo ada bidding gosend harganya nyiksa banget #jleb #SaveDriverGojek
Sagon91519548,"@gojekindonesia kasihan banget para drivernya , pantes orderan sy ga ada yg mau ambil ... #savedrivergojek"
sukurmungil94,"gojek ga antispasi apa kalau pelanggan setia pada pindah ,  gara "" susah dapat driver #SaveDriverGojek"
sukurmungil94,"ga diambil driver ya kak ,  apa gimana ?  gojek ngasih ongkos ke driver sangat murah jadi ga ada yang ambil orderan #SaveDriverGojek"
dwisukaryanti,"Sandiaga Sulap Mobil Nganggur DPRD DKI Jadi Transportasi Online #SaveDriverGojek
#Toilet2000Gojek1600"
paidimario,"Sandiaga Sulap Mobil Nganggur DPRD DKI Jadi Transportasi Online #SaveDriverGojek
#Toilet2000Gojek1600"
wliam23,"Menhub : Pemerintah Tak Akan Hapus Transportasi Daring  #SaveDriverGojek
#Toilet2000Gojek1600"
xdonaxx,"Menhub : Pemerintah Tak Akan Hapus Transportasi Daring  #SaveDriverGojek
#Toilet2000Gojek1600"
bdulrouf,"Ngambek semua om , tarif makin turun #toilet2000gojek1600 #SaveDriverGojek"
Boww_woo,"@RadioElshinta 

Kebijakan sepihak yg di lakukan oleh @gojekindonesia sangat lah menyengsarakan mitranya .

#SaveMitraGojek
#SaveDriverGojek"
rengkehDodielgo,Tambah parah gojek oh gojek #SaveDriverGojek
jatmikoadii,"Aturan Angkutan Online Diharapkan Dipatuhi Semua Pihak #SaveDriverGojek
#Toilet2000Gojek1600"
yulnog,"Dukung Aksi Damai di Manado , Go -Jek Lovers Ikut Tandatangani Petisi #SaveDriverGojek
#Toilet2000Gojek1600"
Rumayuning,"Dukung Aksi Damai di Manado , Go -Jek Lovers Ikut Tandatangani Petisi #SaveDriverGojek
#Toilet2000Gojek1600"
paidimario,"Sopir Angkot : Transportasi Online Boleh Beroperasi , Asal ...
 #SaveDriverGojek
#Toilet2000Gojek1600"
arunaduaji,"Sopir Angkot : Transportasi Online Boleh Beroperasi , Asal ...
 #SaveDriverGojek
#Toilet2000Gojek1600"
rismawln,"Permenhub No 108 Diberlakukan , Sopir Angkot dan Ojek Online Malah Mau Bentrok #SaveDriverGojek
#Toilet2000Gojek1600"
rbygmntn,"Permenhub No 108 Diberlakukan , Sopir Angkot dan Ojek Online Malah Mau Bentrok #SaveDriverGojek
#Toilet2000Gojek1600"
rismawln,"Uber : Transportasi Online Ciptakan Solusi dan Manfaat #SaveDriverGojek
#Toilet2000Gojek1600"
rochayatigembel,"Uber : Transportasi Online Ciptakan Solusi dan Manfaat #SaveDriverGojek
#Toilet2000Gojek1600"
rismawln,"Angkutan Online : Perusahaan Masih Rekrut Pengemudi  #SaveDriverGojek
#Toilet2000Gojek1600"
Rumayuning,"Unjuk Rasa Transportasi Online di Makassar Berlangsung Ricuh  #SaveDriverGojek
#Toilet2000Gojek1600"
KurniawanPambu1,"Unjuk Rasa Transportasi Online di Makassar Berlangsung Ricuh  #SaveDriverGojek
#Toilet2000Gojek1600"
den_pange,"Jarak 50 km , 82 rb .
Ancol ke bogor .
Manusiawi kah harga yg diterima driver ?
@gojekindonesia @sandiuno #toilet2000gojek1600
#savedrivergojek"
gbpAJA,"Sampai Kapan Kalian Menyiksa Driver Go -jek ?? dengan potongan lebih dari 20 %, Karya anak bangsa tapi MENJAJAH anak BANGSA

#SaveDriverGojek"
bdulrouf,"Driver pada ngambek om , tarif turun terus . #Toilet2000Gojek1600 kalo jauh mending produk impor @GrabID & @Uber_IDN #SaveDriverGojek"
hakim_bisnis,"@GoDriverSupport Tolong ditransfer uang WD saya ,  mulai tgl 3010 - 01 November tidak menerima Wd 0 , Reverse Withdraw 2X . #SaveDriverGojek"
sahatyandro23,"Bantu untuk dukung driver Ojek Online . Thanks #Salam1Aspal
#SaveDriverGOJEK -INDO"
dediiwisnacipto,"Tak Semua Ikut Demo , Supir Taksi Daring Terpecah #SaveDriverGojek
#Toilet2000Gojek1600"
rismawln,"Tak Semua Ikut Demo , Supir Taksi Daring Terpecah #SaveDriverGojek
#Toilet2000Gojek1600
"
mantrinur,"3 Bulan Waktu bagi Perusahaan Aplikasi Laksanakan Ketentuan Baru #SaveDriverGojek
#Toilet2000Gojek1600"
lani_mons,"3 Bulan Waktu bagi Perusahaan Aplikasi Laksanakan Ketentuan Baru #SaveDriverGojek
#Toilet2000Gojek1600"
sukurmungil94,"argo buat driver sangat murah ,  mana mau ada yang ngambil #savedrivergojek"
paidimario,"PM Angkutan Online Diterapkan , Ilyas Iskandar : Ini Jalan Tengah  #SaveDriverGojek
#Toilet2000Gojek1600"
toronoroz,"PM Angkutan Online Diterapkan , Ilyas Iskandar : Ini Jalan Tengah  #SaveDriverGojek
#Toilet2000Gojek1600"
AdyItsMe,"Ini baru segelintir konsumen yg protes , masih banyak yg diam loh
#savedrivergojek
#savemitragojek"
AndiSyah90,"@RadioElshinta 
TARIF GOJEK YANG MENYENGSARAKAN ANAK BANGSANYA SENDIRI ..
#ToiletRp2000 -GojekRp1600 #
#SaveDriverGojek #"
multrik,"Sopir Taksi Konvensional di Batam Tolak Transportasi Online #SaveDriverGojek
#Toilet2000Gojek1600"
dediiwisnacipto,"Sopir Taksi Konvensional di Batam Tolak Transportasi Online #SaveDriverGojek
#Toilet2000Gojek1600"
dwisukaryanti,"Supir Angkutan Umum Razia Driver Transportasi Online #SaveDriverGojek
#Toilet2000Gojek1600"
endangsumi,"Sandi Wacanakan Mobil Dinas DPRD DKI untuk Transportasi ""Online "" #SaveDriverGojek
#Toilet2000Gojek1600"
rochayatigembel,"Sandi Wacanakan Mobil Dinas DPRD DKI untuk Transportasi ""Online "" #SaveDriverGojek
#Toilet2000Gojek1600"
ghepenkscooter,Merampas hak2 rakyat kecil #SaveDriverGojek
rochayatigembel,"Perusahaan Aplikasi Diminta Patuhi Aturan Baru Taksi Online #SaveDriverGojek
#Toilet2000Gojek1600"
KurniawanPambu1,"Perusahaan Aplikasi Diminta Patuhi Aturan Baru Taksi Online #SaveDriverGojek
#Toilet2000Gojek1600"
jatmikoadii,"Ketegasan Kemenhub dan Sikap Kooperatif Peruaahaaan Aplikasi tak Bisa Ditawar #SaveDriverGojek
#Toilet2000Gojek1600"
ardiantomaulan1,"Ketegasan Kemenhub dan Sikap Kooperatif Peruaahaaan Aplikasi tak Bisa Ditawar #SaveDriverGojek
#Toilet2000Gojek1600"
yulnog,"Menhub Tekankan Kesetaraan Atasi Transportasi Online #SaveDriverGojek
#Toilet2000Gojek1600"
Rumayuning,"Menhub Tekankan Kesetaraan Atasi Transportasi Online #SaveDriverGojek
#Toilet2000Gojek1600
"
SetyoWi91856675,"Kembalikan gojek kami ... ""kembalikan ke visi dan misi gojek "" menolak lupa ... #SaveDriverGojek"
adri_ntiez,"mohon di revisi kembali kebijakan soal tarif yg tidak manusiawi ,kembalikan tarif @gojekindonesia #Toilet2000Gojek1600 #SaveDriverGojek"
bowo7890,"Bagaimana nasib ojek online
#SaveDriverGojek"
bowo7890,"Tolong kami , kembalikan tarif Ojek Online yang Manusiawi pak @jokowi pak @aniesbaswedan banyak yang mati kelelahan pak #SaveDriverGojek"
intherosi,"@gojekindonesia kids zaman now , bocah sd ongkosnya 50rb , driver gojek 1600
#SaveDriverGojek"
intherosi,"cuma di @gojekindonesia  rp .1600 dpt pelayanan ojek bintang 5
#SaveDriverGojek"
mrizqifaisal,"Hah 2X lipat dari UMP , oh Bru kepikiran maksudnya tuh potongannya 2X lipat dari hasil yg diperoleh . Kkhkhk 
#SaveDriverGojek"
CasualAbabil,"Aku lagi beli Kartu data langsung suruh Register . Selesai Di register malah suruh ulang Daftar hm
Padaha buat cr Orderan #SaveDriverGojek"
Uchan_slue,"Karna tipe (oi ) Orang Indonesia gak pernah rukun & gak bisa solit ,makanya belanda bs jajah smpe 350th . #SaveDriverGojek"
DriverOnline22,"@gojekindonesia  tutup mata , tutup telinga , semoga buta dan budeg beneran dah .... aamiin #SaveDriverGojek"
monnetimur,"Di tengah ""harga ""pada naik ,@gojekindonesia turunkan tarif driver ny .
#SaveDriverGojek
#savemitragojek  kmi manusia bkn robot"
intherosi,"@gojekindonesia min , kapan tarif u / para driver akan kembali normal
#SaveDriverGojek"
KurniawanPambu1,"Gojek Belum Siapkan Rencana Terapkan Aturan Taksi Online  #SaveDriverGojek
#Toilet2000Gojek1600"
kristianta_ro,"Gojek Belum Siapkan Rencana Terapkan Aturan Taksi Online  #SaveDriverGojek
#Toilet2000Gojek1600"
antivanesya,"Pengemudi Angkutan Online Tak Bisa Lagi Pakai SIM Pribadi #SaveDriverGojek
#Toilet2000Gojek1600"
ardiantomaulan1,"Pengemudi Angkutan Online Tak Bisa Lagi Pakai SIM Pribadi #SaveDriverGojek
#Toilet2000Gojek1600"
putra231298,"Gimana gak susah cari Driver , Harga /km nya 1 .600 Kencing aja 2 .000 perak .

#SaveDriverGojek
#Toilet2000Gojek1600"
DriverOnline22,Jangan yang mobil diang yang ada tarif batas atas dan bawahnya ... Motor juga ... kami butuh keadilan #SaveDriverGojek
TyioKn,"Go -Jek Akui Masih Kaji Regulasi Baru Transportasi Online #SaveDriverGojek
#Toilet2000Gojek1600"
ridyap,"Go -Jek Akui Masih Kaji Regulasi Baru Transportasi Online #SaveDriverGojek
#Toilet2000Gojek1600"
KurniawanPambu1,"Kemenhub : Kominfo Berhak Beri Sanksi Transportasi Online #SaveDriverGojek
#Toilet2000Gojek1600"
multrik,"Kemenhub : Kominfo Berhak Beri Sanksi Transportasi Online #SaveDriverGojek
#Toilet2000Gojek1600"
Bulecklist,"@gojekindonesia driver dpt apa kalo 1600 /km .? maksi gratis ? Jaket gratis ? Bonus Naik ? Jgn bola mulu dipikirin , Mitra juga #SaveDriverGojek"
Gojek_Malang_,"Dulurrr Gojek Surabaya
Ayas yakin Umak Hebak Kuatt Kompak ..
#SaveDriverGojek"
Melata_Dijalan,"Macam2 sifat anak bangsa itu . Ada yg jd koruptor , lintah darat bahkan yg menjadi pengkhianatpun ada @dramaojol @DramaGojek #SaveDriverGojek"
Melata_Dijalan,@DramaGojek @dramaojol Bukan jaminan perusahaan yg memakai nama anak bangsa itu benar2 berniat mensejahterakan anak bangsa #SaveDriverGojek
SibIpay,"@gojekindonesia jangan terlalu rakus mencari untung ,kalo tidak ikhlas kasih bonus buat mitra #SAVEDRIVERGOJEK
#hapusbonus"
SibIpay,"#SAVEDRIVERGOJEK mati sudah hati karya anak bangsa @gojekindonesia
#OneMoreChance
#Toilet2000Gojek1600
#hapusperforma
#hapusbonas"
dramaojol,"#savedrivergojek
Besarnya Resiko yang terjadi di jalan tidak sebanding dengan tarif yg kami dapatkan sekarang 1600
#shameonyougojekindonesia"
dramaojol,"#savedrivergojek
Apakah pemerintah sdh mewujudkan suatu keadilan sosial bagi seluruh rakyat Indonesia ."" ,@kemenhub151 @jokowi"
toyfvckinstory,"I hope , no hope #SAVEDRIVERGOJEK @gojekindonesia"
dramaojol,"Kita Ramaikan di TL Trending Topix no 1 Agar Pemerintah , Customer Berempati atas kebijakan sepihak merugikan driver gojek !
#SaveDriverGojek"
